Date,Title,Artist,Peak_Position,Last_Position,Weeks_on_Chart,Rank_in_Chart,New_on_Chart
2015-08-12,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,15,19,18,False
2015-08-12,Cool For The Summer,Demi Lovato,19,24,5,19,False
2015-08-12,Photograph,Ed Sheeran,20,20,12,20,False
2015-08-12,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,30,6,21,False
2015-08-12,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,21,30,22,False
2015-08-12,Want To Want Me,Jason Derulo,5,19,21,23,False
2015-08-12,Classic Man,Jidenna Featuring Roman GianArthur,24,25,13,24,False
2015-08-12,Sugar,Maroon 5,2,23,29,25,False
2015-08-12,Uma Thurman,Fall Out Boy,26,31,17,26,False
2015-08-12,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,29,15,27,False
2015-08-12,Thinking Out Loud,Ed Sheeran,2,27,43,28,False
2015-08-12,Kick The Dust Up,Luke Bryan,26,32,11,29,False
2015-08-12,Earned It (Fifty Shades Of Grey),The Weeknd,3,26,32,30,False
2015-08-12,B**** Better Have My Money,Rihanna,15,28,19,31,False
2015-08-12,House Party,Sam Hunt,32,39,9,32,False
2015-08-12,Love Me Like You Do,Ellie Goulding,3,33,30,33,False
2015-08-12,You Know You Like It,DJ Snake & AlunaGeorge,13,35,19,34,False
2015-08-12,Talking Body,Tove Lo,12,34,27,35,False
2015-08-12,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,36,48,7,36,False
2015-08-12,Take Your Time,Sam Hunt,20,38,31,37,False
2015-08-12,Nasty Freestyle,T-Wayne,9,37,16,38,False
2015-08-12,Slow Motion,Trey Songz,26,40,25,39,False
2015-08-12,R.I.C.O.,Meek Mill Featuring Drake,40,46,5,40,False
2015-08-12,Stitches,Shawn Mendes,41,54,10,41,False
2015-08-12,Girl Crush,Little Big Town,18,36,24,42,False
2015-08-12,Crash And Burn,Thomas Rhett,43,45,12,43,False
2015-08-12,Elastic Heart,Sia,17,41,30,44,False
2015-08-12,Be Real,Kid Ink Featuring DeJ Loaf,43,43,16,45,False
2015-08-12,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,46,56,6,46,False
2015-08-12,Renegades,X Ambassadors,47,50,16,47,False
2015-08-12,Buy Me A Boat,Chris Janson,48,53,10,48,False
2015-08-12,Loving You Easy,Zac Brown Band,49,51,10,49,False
2015-08-12,Shake It Off,Taylor Swift,1,47,50,50,False
2015-08-12,One Hell Of An Amen,Brantley Gilbert,44,44,14,51,False
2015-08-12,Like A Wrecking Ball,Eric Church,52,52,19,52,False
2015-08-12,This Could Be Us,Rae Sremmurd,53,61,8,53,False
2015-08-12,She's Kinda Hot,5 Seconds Of Summer,22,22,2,54,False
2015-08-12,Kiss You In The Morning,Michael Ray,55,59,10,55,False
2015-08-12,"John Cougar, John Deere, John 3:16",Keith Urban,56,57,8,56,False
2015-08-12,Fun,Pitbull Featuring Chris Brown,40,42,12,57,False
2015-08-12,Planez,Jeremih Featuring J. Cole,55,55,10,58,False
2015-08-12,Tonight Looks Good On You,Jason Aldean,46,49,15,59,False
2015-08-12,Locked Away,R. City Featuring Adam Levine,60,85,2,60,False
2015-08-12,Young & Crazy,Frankie Ballard,61,65,10,61,False
2015-08-12,The Night Is Still Young,Nicki Minaj,31,63,13,62,False
2015-08-12,No Sleeep,Janet Featuring J. Cole,63,0,2,63,False
2015-08-12,Hell Of A Night,Dustin Lynch,64,66,9,64,False
2015-08-12,Sangria,Blake Shelton,38,58,16,65,False
2015-08-12,Lose My Mind,Brett Eldredge,66,69,8,66,False
2015-08-12,Ghost Town,Adam Lambert,67,71,7,67,False
2015-08-12,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,68,77,4,68,False
2015-08-12,Love You Like That,Canaan Smith,46,62,19,69,False
2015-08-12,Wet Dreamz,J. Cole,61,72,17,70,False
2015-08-12,Commas,Future,55,73,18,71,False
2015-08-12,Should've Been Us,Tori Kelly,72,83,3,72,False
2015-08-12,This Summer's Gonna Hurt...,Maroon 5,23,64,12,73,False
2015-08-12,Real Life,Jake Owen,74,74,6,74,False
2015-08-12,Do It Again,Pia Mia Featuring Chris Brown & Tyga,75,78,5,75,False
2015-08-12,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66,70,19,76,False
2015-08-12,Ex's & Oh's,Elle King,77,86,4,77,False
2015-08-12,Fire N Gold,Bea Miller,78,0,0,78,True
2015-08-12,Burning House,Cam,79,88,3,79,False
2015-08-12,Fly,Maddie & Tae,80,89,3,80,False
2015-08-12,Where Ya At,Future Featuring Drake,68,68,2,81,False
2015-08-12,How Deep Is Your Love,Calvin Harris & Disciples,60,60,2,82,False
2015-08-12,Good Thing,Sage The Gemini Featuring Nick Jonas,75,75,7,83,False
2015-08-12,Beautiful Now,Zedd Featuring Jon Bellion,83,84,8,84,False
2015-08-12,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",68,79,12,85,False
2015-08-12,Crushin' It,Brad Paisley,66,67,14,86,False
2015-08-12,Love Me Like You Mean It,Kelsea Ballerini,45,76,18,87,False
2015-08-12,The Matrimony,Wale Featuring Usher,70,82,18,88,False
2015-08-12,Break Up With Him,Old Dominion,89,93,4,89,False
2015-08-12,Cheyenne,Jason Derulo,90,0,0,90,True
2015-08-12,Save It For A Rainy Day,Kenny Chesney,91,99,2,91,False
2015-08-12,Bright,Echosmith,40,80,20,92,False
2015-08-12,I'm Comin' Over,Chris Young,57,91,5,93,False
2015-08-12,Alright,Kendrick Lamar,82,90,6,94,False
2015-08-12,Anything Goes,Florida Georgia Line,76,98,3,95,False
2015-08-12,Kings Never Die,Eminem Featuring Gwen Stefani,80,0,2,96,False
2015-08-12,Yoga,Janelle Monae & Jidenna,79,87,6,97,False
2015-08-12,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,92,0,2,98,False
2015-08-12,Like I Can,Sam Smith,99,0,2,99,False
2015-08-19,Can't Feel My Face,The Weeknd,1,2,9,1,False
2015-08-19,Cheerleader,OMI,1,1,16,2,False
2015-08-19,Drag Me Down,One Direction,3,0,0,3,True
2015-08-19,Watch Me,Silento,3,3,24,4,False
2015-08-19,Lean On,Major Lazer & DJ Snake Featuring MO,5,6,18,5,False
2015-08-19,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,4,15,6,False
2015-08-19,Fight Song,Rachel Platten,7,9,17,7,False
2015-08-19,See You Again,Wiz Khalifa Featuring Charlie Puth,1,5,22,8,False
2015-08-19,Trap Queen,Fetty Wap,2,7,29,9,False
2015-08-19,My Way,Fetty Wap Featuring Monty,7,8,5,10,False
2015-08-19,The Hills,The Weeknd,10,11,11,11,False
2015-08-19,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,12,23,12,False
2015-08-19,Good For You,Selena Gomez Featuring A$AP Rocky,9,13,7,13,False
2015-08-19,Shut Up And Dance,WALK THE MOON,4,10,39,14,False
2015-08-19,Worth It,Fifth Harmony Featuring Kid Ink,12,15,25,15,False
2015-08-19,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,17,39,16,False
2015-08-19,679,Fetty Wap Featuring Remy Boyz,16,16,6,17,False
2015-08-19,"Honey, I'm Good.",Andy Grammer,9,14,24,18,False
2015-08-19,Photograph,Ed Sheeran,19,20,13,19,False
2015-08-19,Cool For The Summer,Demi Lovato,19,19,6,20,False
2015-08-19,Back To Back,Drake,21,0,0,21,True
2015-08-19,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,18,20,22,False
2015-08-19,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,22,31,23,False
2015-08-19,Classic Man,Jidenna Featuring Roman GianArthur,24,24,14,24,False
2015-08-19,Want To Want Me,Jason Derulo,5,23,22,25,False
2015-08-19,Uma Thurman,Fall Out Boy,26,26,18,26,False
2015-08-19,Sugar,Maroon 5,2,25,30,27,False
2015-08-19,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,28,36,8,28,False
2015-08-19,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,27,16,29,False
2015-08-19,Thinking Out Loud,Ed Sheeran,2,28,44,30,False
2015-08-19,House Party,Sam Hunt,31,32,10,31,False
2015-08-19,Earned It (Fifty Shades Of Grey),The Weeknd,3,30,33,32,False
2015-08-19,B**** Better Have My Money,Rihanna,15,31,20,33,False
2015-08-19,She's Kinda Hot,5 Seconds Of Summer,22,54,3,34,False
2015-08-19,Locked Away,R. City Featuring Adam Levine,35,60,3,35,False
2015-08-19,Love Me Like You Do,Ellie Goulding,3,33,31,36,False
2015-08-19,Kick The Dust Up,Luke Bryan,26,29,12,37,False
2015-08-19,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,0,0,38,True
2015-08-19,Talking Body,Tove Lo,12,35,28,39,False
2015-08-19,You Know You Like It,DJ Snake & AlunaGeorge,13,34,20,40,False
2015-08-19,Crash And Burn,Thomas Rhett,41,43,13,41,False
2015-08-19,Stitches,Shawn Mendes,41,41,11,42,False
2015-08-19,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,21,7,43,False
2015-08-19,Loving You Easy,Zac Brown Band,44,49,11,44,False
2015-08-19,Take Your Time,Sam Hunt,20,37,32,45,False
2015-08-19,Nasty Freestyle,T-Wayne,9,38,17,46,False
2015-08-19,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,46,46,7,47,False
2015-08-19,Buy Me A Boat,Chris Janson,48,48,11,48,False
2015-08-19,Slow Motion,Trey Songz,26,39,26,49,False
2015-08-19,"John Cougar, John Deere, John 3:16",Keith Urban,50,56,9,50,False
2015-08-19,Like A Wrecking Ball,Eric Church,51,52,20,51,False
2015-08-19,This Could Be Us,Rae Sremmurd,52,53,9,52,False
2015-08-19,Renegades,X Ambassadors,47,47,17,53,False
2015-08-19,Planez,Jeremih Featuring J. Cole,54,58,11,54,False
2015-08-19,Be Real,Kid Ink Featuring DeJ Loaf,43,45,17,55,False
2015-08-19,Kiss You In The Morning,Michael Ray,55,55,11,56,False
2015-08-19,R.I.C.O.,Meek Mill Featuring Drake,40,40,6,57,False
2015-08-19,Young & Crazy,Frankie Ballard,58,61,11,58,False
2015-08-19,Lose My Mind,Brett Eldredge,59,66,9,59,False
2015-08-19,One Hell Of An Amen,Brantley Gilbert,44,51,15,60,False
2015-08-19,Hell Of A Night,Dustin Lynch,61,64,10,61,False
2015-08-19,Tonight Looks Good On You,Jason Aldean,46,59,16,62,False
2015-08-19,Fun,Pitbull Featuring Chris Brown,40,57,13,63,False
2015-08-19,Omen,Disclosure Featuring Sam Smith,64,0,0,64,True
2015-08-19,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,65,68,5,65,False
2015-08-19,Hotline Bling,Drake,66,0,0,66,True
2015-08-19,Should've Been Us,Tori Kelly,67,72,4,67,False
2015-08-19,Ex's & Oh's,Elle King,68,77,5,68,False
2015-08-19,How Deep Is Your Love,Calvin Harris & Disciples,60,82,3,69,False
2015-08-19,Sangria,Blake Shelton,38,65,17,70,False
2015-08-19,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,75,6,71,False
2015-08-19,Ghost Town,Adam Lambert,67,67,8,72,False
2015-08-19,The Night Is Still Young,Nicki Minaj,31,62,14,73,False
2015-08-19,Beautiful Now,Zedd Featuring Jon Bellion,74,84,9,74,False
2015-08-19,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66,76,20,75,False
2015-08-19,Burning House,Cam,76,79,4,76,False
2015-08-19,Fly,Maddie & Tae,77,80,4,77,False
2015-08-19,Charged Up,Drake,78,0,0,78,True
2015-08-19,Save It For A Rainy Day,Kenny Chesney,79,91,3,79,False
2015-08-19,Cheyenne,Jason Derulo,80,90,2,80,False
2015-08-19,I'm Comin' Over,Chris Young,57,93,6,81,False
2015-08-19,Wet Dreamz,J. Cole,61,70,18,82,False
2015-08-19,Real Life,Jake Owen,74,74,7,83,False
2015-08-19,Love You Like That,Canaan Smith,46,69,20,84,False
2015-08-19,Break Up With Him,Old Dominion,85,89,5,85,False
2015-08-19,Commas,Future,55,71,19,86,False
2015-08-19,Anything Goes,Florida Georgia Line,76,95,4,87,False
2015-08-19,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",68,85,13,88,False
2015-08-19,Where Ya At,Future Featuring Drake,68,81,3,89,False
2015-08-19,100,The Game Featuring Drake,90,0,0,90,True
2015-08-19,Comfortable,K Camp,91,0,0,91,True
2015-08-19,Alright,Kendrick Lamar,82,94,7,92,False
2015-08-19,This Summer's Gonna Hurt...,Maroon 5,23,73,13,93,False
2015-08-19,Let Me See Ya Girl,Cole Swindell,94,0,0,94,True
2015-08-19,Here,Alessia Cara,95,0,0,95,True
2015-08-19,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,96,100,5,96,False
2015-08-19,Crushin' It,Brad Paisley,66,86,15,97,False
2015-08-19,The Matrimony,Wale Featuring Usher,70,88,19,98,False
2015-08-19,If Only,Dove Cameron,99,0,0,99,True
2015-08-26,Cheerleader,OMI,1,2,17,1,False
2015-08-26,Can't Feel My Face,The Weeknd,1,1,10,2,False
2015-08-26,Watch Me,Silento,3,4,25,3,False
2015-08-26,Lean On,Major Lazer & DJ Snake Featuring MO,4,5,19,4,False
2015-08-26,The Hills,The Weeknd,5,11,12,5,False
2015-08-26,Fight Song,Rachel Platten,6,7,18,6,False
2015-08-26,Trap Queen,Fetty Wap,2,9,30,7,False
2015-08-26,My Way,Fetty Wap Featuring Monty,7,10,6,8,False
2015-08-26,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,6,16,9,False
2015-08-26,Good For You,Selena Gomez Featuring A$AP Rocky,9,13,8,10,False
2015-08-26,See You Again,Wiz Khalifa Featuring Charlie Puth,1,8,23,11,False
2015-08-26,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,12,24,12,False
2015-08-26,679,Fetty Wap Featuring Remy Boyz,13,17,7,13,False
2015-08-26,Shut Up And Dance,WALK THE MOON,4,14,40,14,False
2015-08-26,Photograph,Ed Sheeran,15,19,14,15,False
2015-08-26,Cool For The Summer,Demi Lovato,16,20,7,16,False
2015-08-26,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,16,40,17,False
2015-08-26,Worth It,Fifth Harmony Featuring Kid Ink,12,15,26,18,False
2015-08-26,"Honey, I'm Good.",Andy Grammer,9,18,25,19,False
2015-08-26,Want To Want Me,Jason Derulo,5,25,23,20,False
2015-08-26,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,23,32,21,False
2015-08-26,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,22,21,22,False
2015-08-26,Classic Man,Jidenna Featuring Roman GianArthur,23,24,15,23,False
2015-08-26,Uma Thurman,Fall Out Boy,24,26,19,24,False
2015-08-26,Locked Away,R. City Featuring Adam Levine,25,35,4,25,False
2015-08-26,Drag Me Down,One Direction,3,3,2,26,False
2015-08-26,Sugar,Maroon 5,2,27,31,27,False
2015-08-26,House Party,Sam Hunt,28,31,11,28,False
2015-08-26,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,29,17,29,False
2015-08-26,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,28,28,9,30,False
2015-08-26,Thinking Out Loud,Ed Sheeran,2,30,45,31,False
2015-08-26,Back To Back,Drake,21,21,2,32,False
2015-08-26,Again,Fetty Wap,33,0,0,33,True
2015-08-26,Earned It (Fifty Shades Of Grey),The Weeknd,3,32,34,34,False
2015-08-26,Stitches,Shawn Mendes,35,42,12,35,False
2015-08-26,B**** Better Have My Money,Rihanna,15,33,21,36,False
2015-08-26,Kick The Dust Up,Luke Bryan,26,37,13,37,False
2015-08-26,Love Me Like You Do,Ellie Goulding,3,36,32,38,False
2015-08-26,Crash And Burn,Thomas Rhett,39,41,14,39,False
2015-08-26,Loving You Easy,Zac Brown Band,40,44,12,40,False
2015-08-26,She's Kinda Hot,5 Seconds Of Summer,22,34,4,41,False
2015-08-26,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,43,8,42,False
2015-08-26,You Know You Like It,DJ Snake & AlunaGeorge,13,40,21,43,False
2015-08-26,Talking Body,Tove Lo,12,39,29,44,False
2015-08-26,Renegades,X Ambassadors,45,53,18,45,False
2015-08-26,Nasty Freestyle,T-Wayne,9,46,18,46,False
2015-08-26,Buy Me A Boat,Chris Janson,47,48,12,47,False
2015-08-26,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,38,2,48,False
2015-08-26,"John Cougar, John Deere, John 3:16",Keith Urban,49,50,10,49,False
2015-08-26,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,46,47,8,50,False
2015-08-26,High By The Beach,Lana Del Rey,51,0,0,51,True
2015-08-26,Planez,Jeremih Featuring J. Cole,52,54,12,52,False
2015-08-26,Like A Wrecking Ball,Eric Church,51,51,21,53,False
2015-08-26,This Could Be Us,Rae Sremmurd,52,52,10,54,False
2015-08-26,Young & Crazy,Frankie Ballard,55,58,12,55,False
2015-08-26,Hell Of A Night,Dustin Lynch,56,61,11,56,False
2015-08-26,Hotline Bling,Drake,57,66,2,57,False
2015-08-26,Kiss You In The Morning,Michael Ray,55,56,12,58,False
2015-08-26,Be Real,Kid Ink Featuring DeJ Loaf,43,55,18,59,False
2015-08-26,How Deep Is Your Love,Calvin Harris & Disciples,60,69,4,60,False
2015-08-26,Lose My Mind,Brett Eldredge,59,59,10,61,False
2015-08-26,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,62,65,6,62,False
2015-08-26,Strip It Down,Luke Bryan,63,0,2,63,False
2015-08-26,Should've Been Us,Tori Kelly,64,67,5,64,False
2015-08-26,Burning House,Cam,65,76,5,65,False
2015-08-26,Cheyenne,Jason Derulo,66,80,3,66,False
2015-08-26,Fly,Maddie & Tae,67,77,5,67,False
2015-08-26,R.I.C.O.,Meek Mill Featuring Drake,40,57,7,68,False
2015-08-26,Save It For A Rainy Day,Kenny Chesney,69,79,4,69,False
2015-08-26,Beautiful Now,Zedd Featuring Jon Bellion,70,74,10,70,False
2015-08-26,Ex's & Oh's,Elle King,68,68,6,71,False
2015-08-26,Sangria,Blake Shelton,38,70,18,72,False
2015-08-26,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66,75,21,73,False
2015-08-26,Fun,Pitbull Featuring Chris Brown,40,63,14,74,False
2015-08-26,Ghost Town,Adam Lambert,67,72,9,75,False
2015-08-26,One Hell Of An Amen,Brantley Gilbert,44,60,16,76,False
2015-08-26,Anything Goes,Florida Georgia Line,76,87,5,77,False
2015-08-26,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,71,7,78,False
2015-08-26,Tonight Looks Good On You,Jason Aldean,46,62,17,79,False
2015-08-26,Break Up With Him,Old Dominion,80,85,6,80,False
2015-08-26,I'm Comin' Over,Chris Young,57,81,7,81,False
2015-08-26,Comfortable,K Camp,82,91,2,82,False
2015-08-26,The Night Is Still Young,Nicki Minaj,31,73,15,83,False
2015-08-26,Real Life,Jake Owen,74,83,8,84,False
2015-08-26,Here,Alessia Cara,85,95,2,85,False
2015-08-26,Wet Dreamz,J. Cole,61,82,19,86,False
2015-08-26,Where Ya At,Future Featuring Drake,68,89,4,87,False
2015-08-26,Omen,Disclosure Featuring Sam Smith,64,64,2,88,False
2015-08-26,Alright,Kendrick Lamar,82,92,8,89,False
2015-08-26,100,The Game Featuring Drake,90,90,2,90,False
2015-08-26,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",68,88,14,91,False
2015-08-26,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,92,96,6,92,False
2015-08-26,Let Me See Ya Girl,Cole Swindell,93,94,2,93,False
2015-08-26,If Only,Dove Cameron,94,99,2,94,False
2015-08-26,Commas,Future,55,86,20,95,False
2015-08-26,Love Myself,Hailee Steinfeld,96,0,0,96,True
2015-08-26,Nothin' Like You,Dan + Shay,97,0,0,97,True
2015-08-26,Gonna Wanna Tonight,Chase Rice,98,0,0,98,True
2015-08-26,Black Magic,Little Mix,99,0,0,99,True
2015-09-02,Cheerleader,OMI,1,1,18,1,False
2015-09-02,Can't Feel My Face,The Weeknd,1,2,11,2,False
2015-09-02,Watch Me,Silento,3,3,26,3,False
2015-09-02,Lean On,Major Lazer & DJ Snake Featuring MO,4,4,20,4,False
2015-09-02,The Hills,The Weeknd,5,5,13,5,False
2015-09-02,Good For You,Selena Gomez Featuring A$AP Rocky,6,10,9,6,False
2015-09-02,Fight Song,Rachel Platten,6,6,19,7,False
2015-09-02,679,Fetty Wap Featuring Remy Boyz,8,13,8,8,False
2015-09-02,Trap Queen,Fetty Wap,2,7,31,9,False
2015-09-02,Shut Up And Dance,WALK THE MOON,4,14,41,10,False
2015-09-02,My Way,Fetty Wap Featuring Monty,7,8,7,11,False
2015-09-02,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1,9,17,12,False
2015-09-02,See You Again,Wiz Khalifa Featuring Charlie Puth,1,11,24,13,False
2015-09-02,Where Are U Now,Skrillex & Diplo With Justin Bieber,8,12,25,14,False
2015-09-02,Photograph,Ed Sheeran,15,15,15,15,False
2015-09-02,Locked Away,R. City Featuring Adam Levine,16,25,5,16,False
2015-09-02,Cool For The Summer,Demi Lovato,16,16,8,17,False
2015-09-02,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1,17,41,18,False
2015-09-02,Worth It,Fifth Harmony Featuring Kid Ink,12,18,27,19,False
2015-09-02,Want To Want Me,Jason Derulo,5,20,24,20,False
2015-09-02,"Honey, I'm Good.",Andy Grammer,9,19,26,21,False
2015-09-02,Classic Man,Jidenna Featuring Roman GianArthur,22,23,16,22,False
2015-09-02,Uma Thurman,Fall Out Boy,23,24,20,23,False
2015-09-02,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,13,21,33,24,False
2015-09-02,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,25,30,10,25,False
2015-09-02,House Party,Sam Hunt,26,28,12,26,False
2015-09-02,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",8,22,22,27,False
2015-09-02,Flex (Ooh Ooh Ooh),Rich Homie Quan,26,29,18,28,False
2015-09-02,Sugar,Maroon 5,2,27,32,29,False
2015-09-02,Thinking Out Loud,Ed Sheeran,2,31,46,30,False
2015-09-02,Drag Me Down,One Direction,3,26,3,31,False
2015-09-02,Stitches,Shawn Mendes,32,35,13,32,False
2015-09-02,Earned It (Fifty Shades Of Grey),The Weeknd,3,34,35,33,False
2015-09-02,Hotline Bling,Drake,34,57,3,34,False
2015-09-02,Back To Back,Drake,21,32,3,35,False
2015-09-02,Crash And Burn,Thomas Rhett,36,39,15,36,False
2015-09-02,Renegades,X Ambassadors,37,45,19,37,False
2015-09-02,Straight Outta Compton,N.W.A,38,0,0,38,True
2015-09-02,Kick The Dust Up,Luke Bryan,26,37,14,39,False
2015-09-02,Again,Fetty Wap,33,33,2,40,False
2015-09-02,Hit The Quan,iLoveMemphis,41,0,0,41,True
2015-09-02,She's Kinda Hot,5 Seconds Of Summer,22,41,5,42,False
2015-09-02,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,43,50,9,43,False
2015-09-02,Buy Me A Boat,Chris Janson,44,47,13,44,False
2015-09-02,B**** Better Have My Money,Rihanna,15,36,22,45,False
2015-09-02,Love Me Like You Do,Ellie Goulding,3,38,33,46,False
2015-09-02,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,21,42,9,47,False
2015-09-02,"John Cougar, John Deere, John 3:16",Keith Urban,48,49,11,48,False
2015-09-02,Talking Body,Tove Lo,12,44,30,49,False
2015-09-02,Boyz-N-The Hood,Eazy-E,50,0,0,50,True
2015-09-02,Planez,Jeremih Featuring J. Cole,51,52,13,51,False
2015-09-02,Nasty Freestyle,T-Wayne,9,46,19,52,False
2015-09-02,This Could Be Us,Rae Sremmurd,52,54,11,53,False
2015-09-02,Like A Wrecking Ball,Eric Church,51,53,22,54,False
2015-09-02,Loving You Easy,Zac Brown Band,40,40,13,55,False
2015-09-02,Young & Crazy,Frankie Ballard,55,55,13,56,False
2015-09-02,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,57,62,7,57,False
2015-09-02,Lose My Mind,Brett Eldredge,58,61,11,58,False
2015-09-02,Hell Of A Night,Dustin Lynch,56,56,12,59,False
2015-09-02,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",38,48,3,60,False
2015-09-02,How Deep Is Your Love,Calvin Harris & Disciples,60,60,5,61,False
2015-09-02,Strip It Down,Luke Bryan,62,63,3,62,False
2015-09-02,Be Real,Kid Ink Featuring DeJ Loaf,43,59,19,63,False
2015-09-02,Should've Been Us,Tori Kelly,64,64,6,64,False
2015-09-02,High By The Beach,Lana Del Rey,51,51,2,65,False
2015-09-02,Beautiful Now,Zedd Featuring Jon Bellion,66,70,11,66,False
2015-09-02,Ex's & Oh's,Elle King,67,71,7,67,False
2015-09-02,Black Magic,Little Mix,68,99,2,68,False
2015-09-02,Save It For A Rainy Day,Kenny Chesney,69,69,5,69,False
2015-09-02,Burning House,Cam,65,65,6,70,False
2015-09-02,Comfortable,K Camp,71,82,3,71,False
2015-09-02,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,66,73,22,72,False
2015-09-02,Cheyenne,Jason Derulo,66,66,4,73,False
2015-09-02,Love Myself,Hailee Steinfeld,74,96,2,74,False
2015-09-02,Fly,Maddie & Tae,67,67,6,75,False
2015-09-02,Kiss You In The Morning,Michael Ray,55,58,13,76,False
2015-09-02,Ghost Town,Adam Lambert,67,75,10,77,False
2015-09-02,Anything Goes,Florida Georgia Line,76,77,6,78,False
2015-09-02,Here,Alessia Cara,79,85,3,79,False
2015-09-02,R.I.C.O.,Meek Mill Featuring Drake,40,68,8,80,False
2015-09-02,Break Up With Him,Old Dominion,80,80,7,81,False
2015-09-02,Sangria,Blake Shelton,38,72,19,82,False
2015-09-02,Omen,Disclosure Featuring Sam Smith,64,88,3,83,False
2015-09-02,I'm Comin' Over,Chris Young,57,81,8,84,False
2015-09-02,Where Ya At,Future Featuring Drake,68,87,5,85,False
2015-09-02,The Fix,Nelly Featuring Jeremih,86,0,0,86,True
2015-09-02,Do It Again,Pia Mia Featuring Chris Brown & Tyga,71,78,8,87,False
2015-09-02,Real Life,Jake Owen,74,84,9,88,False
2015-09-02,Wet Dreamz,J. Cole,61,86,20,89,False
2015-09-02,Let Me See Ya Girl,Cole Swindell,90,93,3,90,False
2015-09-02,One Hell Of An Amen,Brantley Gilbert,44,76,17,91,False
2015-09-02,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,92,92,7,92,False
2015-09-02,Tonight Looks Good On You,Jason Aldean,46,79,18,93,False
2015-09-02,Alright,Kendrick Lamar,82,89,9,94,False
2015-09-02,Nothin' Like You,Dan + Shay,95,97,2,95,False
2015-09-02,Fun,Pitbull Featuring Chris Brown,40,74,15,96,False
2015-09-02,Gonna Wanna Tonight,Chase Rice,97,98,2,97,False
2015-09-02,100,The Game Featuring Drake,90,90,3,98,False
2015-09-02,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",68,91,15,99,False
2015-09-09,Can't Feel My Face,The Weeknd,1,2,12,1,False
2015-09-09,Cheerleader,OMI,1,1,19,2,False
2015-09-09,Watch Me,Silento,3,3,27,3,False
2015-09-09,The Hills,The Weeknd,4,5,14,4,False
2015-09-09,Lean On,Major Lazer & DJ Snake Featuring MO,4,4,21,5,False
